artist,album,track,overall_loudness,spectral_energy,dissonance,pitch_salience,bpm,beat_loudness,danceability,tuning_frequency,valence,arousal,aggressive,happy,party,relaxed,sad,acoustic,electronic,instrumental,timbreBright,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
All Get Out,Nobody Likes A Quitter,Get My Cut,-8.23013782501,,,,126.989295959,0.0322301089764,1.08727908134,434.193115234,4.919477,3.4805632,0.5533365,0.007731168,0.9626753,0.42921868,0.7683618,0.046676338,0.9678756,0.113694504,0.45306885,360,3.96,9.74,89.39,50.02,180,2.5,96.67,85.56,63.33,27.5,18.61,11.94,0,6.39,0,0.28,8.89,14.44,2.5,0.28,11.11,8.06,6.94,5,5.83,23.06,3.06,4.17,2.22,0,2.22,0,21.94,7.78,14.17,4.44,1.94,1.94,2.22,2.5,4.17,0,3.89,2.5,0.56,1.94,1.67,0.28,0,0,0,0.83,12.22,2.78,0.28,0,0,0,1.39,9.44,0,0,0,2.22,0,0,0,0,1.39,0,0,0.28,0,1.11,3.33,0.28,0,0,0,0,0,0.28,0.83,0.28,0,6.11,0.28,0,0.28,0,0,0,11.67,6.11,0.28,1.67,2.78,0.56,0.28,0.56,1.94,1.11,6.94,2.22,4.44,0,0,4.44,0,9.44,0,2.5,0.28,0,6.67,0,0
All Get Out,Nobody Likes A Quitter,Home,-6.89660263062,,,,92.0158996582,0.0382070317864,1.07532727718,440,5.6069865,3.3390794,0.89197224,0.011003141,0.9588231,0.7264788,0.9549666,0.007038287,0.96936035,0.064556964,0.4677504,258,9.18,1.12,99,30.82,16.13,9.69,92.25,79.84,62.4,25.19,15.89,13.95,0,1.94,0,0,9.3,11.63,5.04,1.55,10.85,12.02,8.14,2.33,2.33,25.19,3.49,3.88,1.94,0,1.16,1.16,19.38,3.49,15.89,7.36,1.94,3.88,0.78,0.78,1.55,0,3.88,2.33,1.55,0.78,0.39,0.39,0.39,0,0,0,4.65,2.33,0,0,0,0.78,1.16,2.33,0,0,0,0,0.39,0.39,0,0,1.16,0,0.39,0.78,0,0,2.33,0,0,0,0,0,0,0.39,0,1.55,0.78,0,0.39,0,0,0,0,0,14.34,10.08,1.16,1.94,5.43,1.94,0.78,0.78,4.65,1.94,6.59,1.55,1.55,0.39,0.39,0.78,0,14.34,0,1.55,5.81,0,3.88,3.1,0
All Get Out,Nobody Likes A Quitter,Now You Got It,-7.28927230835,,,,144.973815918,0.0585916265845,1.0293058157,437.718536377,4.8121934,3.549104,0.6044529,0.002033531,0.93797404,0.45469444999999997,0.5439258,0.033990826,0.8446965,0.34084192,0.4557904,631,35.24,39.14,79.51,1,57.36,11.89,91.44,67.83,50.87,16.8,11.73,5.07,1.9,3.49,0.32,0.95,5.07,11.89,5.86,0.16,12.04,10.62,4.28,3.8,3.96,19.33,6.66,2.85,3.33,2.06,0.79,0.63,10.46,1.58,8.87,1.9,1.11,2.22,1.27,0.32,2.85,0,8.56,2.06,6.34,3.33,0.95,2.38,0.95,0.63,0,0.79,11.09,3.65,0.32,0,0.63,0.48,1.58,7.13,0,0,0,0.48,0,0,0,0,2.38,0.32,0.32,0.32,0,1.58,2.54,0.48,0.16,0,0,0,0,0.16,0.48,0.32,0.32,1.11,0,0,0.16,0,0.32,0,7.61,15.53,0.32,2.22,10.78,0.95,0.32,1.9,2.38,3.49,7.61,1.58,12.04,0.95,0.16,0.63,10.46,36.45,0,13.47,1.58,0,6.97,14.42,0
All Get Out,Nobody Likes A Quitter,Room To Talk,-7.95372533798,,,,155.780014038,0.0419837534428,1.07319664955,441.017791748,4.6869316,3.6365306,0.6127294,0.004794905,0.97384083,0.40830678,0.6784739,0.046585932,0.89736646,0.2318239,0.4672092,277,13.6,3.82,99,24.85,23.08,8.66,94.95,85.92,64.62,25.27,15.88,12.27,0.72,2.53,0,0.36,9.39,11.19,5.05,0,13,13.36,3.97,3.97,2.53,28.88,4.69,5.05,3.25,1.44,1.08,0.72,20.58,5.05,15.16,7.94,1.08,1.81,1.81,0,3.25,0,3.97,2.17,1.81,1.08,0,1.08,0.72,0.36,0,0,6.86,2.17,0,0,0.36,0.36,0.36,4.69,0,0,0,0,0,0,0,0,3.61,0,0.36,0,2.53,0.72,1.08,0.36,0,0,0,0,0,0,0,0.72,0,2.17,0,0.72,0,0.36,0,1.08,12.64,10.83,0.36,1.44,7.58,1.08,0,1.08,3.25,4.69,6.5,0.72,0.36,0,0.36,0,0,11.19,0,2.53,4.33,0,3.97,0.36,0
All Get Out,Nobody Likes A Quitter,Sideways,-7.81546783447,,,,142.981460571,0.0400909632444,1.13726305962,436.960693359,4.98287,3.5119164,0.691368,0.008023065,0.97555304,0.5574677,0.880107,0.008352927,0.94750327,0.11601733,0.46481055,285,1,7.13,98.02,16.25,142.5,8.07,96.49,79.65,64.56,31.23,22.11,13.68,0.7,7.37,0,0.35,9.12,14.74,4.91,4.91,5.96,15.79,5.26,3.51,8.42,29.12,2.11,5.96,2.11,1.4,0.7,0,18.6,3.16,15.44,5.26,1.4,3.86,2.46,0.7,3.86,0.35,5.26,2.46,2.81,2.81,1.4,1.05,1.05,0,0,0,16.14,4.56,0.35,0,0.35,1.05,2.46,9.82,0,0.35,0,0,0.7,0,0,0.7,1.75,0.35,0.7,0,0.7,0,4.91,0,0,0,0,0,0,0.7,0,1.4,0.35,1.75,0,0,0,0,0.35,0,11.23,11.93,0,1.05,7.72,2.46,0,0.35,1.75,1.75,14.04,2.11,0,0,0,0,0,28.07,0,11.58,0.35,0,14.04,2.11,0
All Get Out,Nobody Likes A Quitter,Wait List,-13.195605278,,,,128.494537354,0.0250023845583,0.863384306431,439.745910645,3.713537,3.5957642,0.13249128,0.005603215,0.9966049,0.035629172,0.3325107,0.25923142,0.6254396,0.3103141,0.46473518,173,1,85.42,78.91,5.75,173,13.29,93.64,83.24,65.9,27.17,20.81,8.67,0,12.14,0,0,6.36,10.4,4.05,0,8.67,10.4,14.45,3.47,4.62,26.59,1.16,4.05,0,0,0,0,17.34,7.51,9.83,2.89,0,4.05,2.31,0,2.89,0,4.05,1.16,2.89,2.89,0.58,2.31,0,0,1.73,0,17.92,5.2,1.16,0.58,0,0.58,1.73,12.72,0,0,0,0.58,0,0,0,0,2.31,0,0,0,0,2.31,2.31,1.16,0.58,0,0,0.58,0,0.58,0.58,1.16,1.16,1.16,1.73,0,0,0,0.58,0,17.34,6.36,0,1.16,3.47,0.58,0.58,1.16,7.51,5.78,8.67,2.89,0.58,0.58,0,0,0,10.4,0,2.89,0,0,7.51,0,0
All Get Out,Nobody Likes A Quitter,Whatever,-7.63835144043,,,,146.562438965,0.0352876335382,1.11620116234,440.254241943,4.7815437,3.4288383,0.5349945,0.005147093,0.9732071,0.27634224,0.7897274,0.038901523,0.94542384,0.086350664,0.45851183,150,1,99,13.33,39.67,150,12.67,96.67,86.67,66,40.67,24.67,9.33,0,15.33,0,0,16,12.67,2.67,0,6,6.67,8,4.67,3.33,24,4,2.67,4,0.67,3.33,0,21.33,3.33,18,2,2,10,0.67,1.33,2,0,4,2.67,1.33,0.67,0.67,0,0,0,0,0,18.67,2,0,0,0,0.67,1.33,16.67,0,0.67,0,0,0,0,0,0,2,0,0.67,0.67,0,0.67,0,0,0,0,0,0,0,0,0,4,6,1.33,0.67,0,0,0.67,0,0,12,4.67,0.67,0.67,3.33,0.67,0,0,4.67,6.67,5.33,2,0.67,0,0.67,0,0,12,0,5.33,0,0,5.33,1.33,0
All Get Out,The Season,Church Doors and Skeptics,-6.20672130585,,,,125.993804932,0.0427788868546,1.02413451672,441.017791748,5.1267395,3.6217465,0.853322,0.008226166,0.9840124,0.5865984,0.9306257,0.006600647,0.9628058,0.109892555,0.45438668,136,72.12,94.84,91.64,99,68,5.88,91.18,71.32,51.47,25,19.85,9.56,4.41,5.88,0,0,5.15,14.71,8.82,1.47,12.5,1.47,0.74,2.94,0,12.5,7.35,3.68,5.15,5.15,0,0,22.79,0,22.79,14.71,0,6.62,7.35,0,0,0,10.29,10.29,0,7.35,7.35,0,0,0,0,0,14.71,2.94,0,0,0,1.47,0.74,11.76,0.74,0,0,0.74,0,0,0,0,2.94,0,0.74,1.47,0,0.74,3.68,0.74,0.74,0,0,0,0,0,0,0,6.62,0,0,0,0,0,0,0,1.47,6.62,0,0,4.41,0,0,2.21,3.68,1.47,1.47,7.35,0,0,0,0,0,8.09,0,3.68,0.74,0,1.47,2.21,0
All Get Out,The Season,Come and Gone,-10.2624435425,,,,118.00138092,0.0419824980199,1.16388690472,438.984558105,4.0842347,3.4540906,0.40762433,0.001085881,0.9899109,0.11487906,0.8414833,0.027115444,0.86935353,0.0909077,0.46546236,253,16.8,98.5,76.68,2.19,31.63,7.11,92.09,77.08,60.87,20.95,16.21,3.56,0,10.67,0,1.98,4.74,15.42,8.3,0,9.88,15.81,5.53,2.37,2.77,24.9,7.51,2.37,1.58,0,0,1.58,9.49,2.37,6.72,2.37,1.19,0.4,0.4,0.79,1.58,0,4.74,0.79,3.56,1.19,0.4,0.79,0,0,0,0.4,16.21,2.37,0.4,0,0,0.4,1.19,13.83,0,0,0,0.79,0,0,0,0,1.58,0,0,0.4,0.4,0.79,5.53,1.98,0,0,0,0,0,0.4,0.4,0,0,0.4,0.4,0,0.79,0,0.79,0.4,7.91,13.83,0,2.37,7.91,2.77,0.4,0.79,4.74,6.32,9.09,0.79,0.79,0,0.4,0.4,0,12.25,0,4.74,2.77,0,4.74,0,0
All Get Out,The Season,"Girl, Gun",-9.35395908356,,,,120.081451416,0.0221342835575,0.963321447372,441.527557373,4.317929,3.468793,0.50566936,0.001897162,0.9806217,0.20874086,0.8393674,0.011830321,0.8404309,0.17030291,0.46385908,203,6.12,95.31,57.85,20.23,203,6.4,97.54,82.76,60.59,27.59,22.17,7.88,0.99,9.36,2.96,0,5.42,13.3,2.96,1.97,10.84,11.33,5.91,3.94,1.97,25.62,7.88,4.93,1.97,1.97,0,0,13.79,1.97,11.82,3.94,0.99,3.94,3.94,0,1.97,0,9.85,3.94,3.94,2.96,1.97,0.99,0.99,0,0,1.97,22.17,5.91,0.99,0.99,0,0.99,1.97,16.26,0,0,1.97,2.96,0,0,0,0,0.99,0,0,0,0,0.99,2.96,0,0,0,0,0,0,0,0.99,0,0.99,1.48,0,0,0,0,0.99,0,7.88,8.87,0,2.96,4.93,0,0,0.99,4.43,7.39,10.84,0,0,0,0,0,0,6.9,0,0,0,0,6.9,0,0
All Get Out,The Season,Let Me Go,-10.2836761475,,,,129.496017456,0.0210611540824,0.9328302145,440.254241943,3.843686,3.483232,0.2770365,0.00147052,0.9948592,0.06719639,0.48723024,0.13475898,0.5688213,0.3954461,0.4676506,382,3.31,92.55,94.03,52.6,95.5,5.76,97.64,81.94,65.18,29.58,22.77,7.59,1.05,11.52,1.05,1.05,6.81,13.09,3.93,1.05,11.52,12.3,4.97,5.76,3.66,25.92,5.5,3.66,4.97,2.36,1.05,1.57,15.97,2.36,13.61,2.88,3.4,2.62,1.57,0.26,4.97,0,4.97,3.14,1.05,1.83,1.05,0.79,0.26,0,0.26,0.79,21.47,4.97,1.05,0,0,0.26,2.09,15.71,0.26,0,0,1.31,0.26,0,0,0.26,3.4,0.52,0.79,0,0.52,1.57,2.36,0.26,0.26,0,0,0,0,0,0.52,0,0.79,0.79,0,0.26,0,0,0,0,10.99,10.73,0,3.93,6.54,0.26,0.52,0.79,4.45,5.5,9.69,2.36,0,0,0,0,0,12.57,0,2.88,0.79,0,8.9,0,0
All Get Out,The Season,Lucky Bastard,-7.04089355469,,,,123.8436203,0.0450663343072,1.14476704597,440.508636475,5.1838317,3.5446024,0.73489815,0.00577836,0.98232406,0.4924415,0.83542264,0.023352351,0.9418636,0.16530205,0.46527168,283,24.18,2.88,99,53.04,283,8.83,94.35,66.08,49.82,26.86,22.26,18.73,0,1.06,2.47,0,4.59,16.96,3.18,0,9.19,5.3,2.47,3.18,0.35,16.61,6.01,4.59,3.18,1.41,1.41,0.35,13.43,1.41,11.31,4.24,2.12,4.24,0,0.71,2.12,0,5.65,3.18,1.06,2.12,1.41,0.71,0,0,0.71,1.41,17.67,3.18,0,0,0.35,0,1.41,10.6,3.18,0,3.89,2.47,0,0,0,0,5.3,0,4.59,0,0,0.71,1.06,0.35,0,0,0.35,0,0,0,0.71,0,4.24,1.77,0,0,0,0.35,0.35,0,7.77,12.72,0,3.18,8.83,0.35,0,3.53,5.65,3.53,3.89,1.77,1.77,1.06,0,0.71,0,12.72,1.06,4.59,0,0,4.24,2.83,0
All Get Out,The Season,Me and My Lovers,-7.42498970032,,,,121.208213806,0.0376124419272,1.11097073555,440.254241943,4.9873652,3.4611132,0.7668777,0.005877667,0.9765867,0.47474843,0.91044456,0.007452452,0.9319482,0.15452845,0.45378494,374,2.5,4.09,96.8,31.23,374,5.88,94.39,78.34,65.24,21.93,14.97,9.09,0,5.08,0.53,0.27,6.95,12.3,3.74,0,10.96,13.37,5.61,9.09,7.22,22.99,3.48,1.34,2.14,0.53,1.07,0.53,17.65,3.21,13.9,2.41,0.8,3.21,3.48,0.27,6.68,0,5.08,2.41,1.6,1.87,1.34,0.53,0,0.53,0,1.07,15.24,6.42,0,0,0.27,0.8,3.21,9.09,0,0.27,0,1.34,0,0,0,0,2.14,0.27,0,0.53,0,1.34,2.94,0.27,0,0,0,0,0,0.53,0,0.53,0.8,0,0,0,0,0,0.27,0,10.7,10.43,0,2.14,7.75,0.8,0.27,0.8,4.01,4.81,9.36,0.8,0.27,0,0.27,0,0,5.88,0,1.34,0,0,4.55,0,0
All Get Out,The Season,My Friends,-6.1270198822,,,,156.352706909,0.0450879298151,1.14330685139,441.527557373,5.634289,3.4826953,0.91484,0.006473261,0.9508539,0.7224602,0.94313055,0.001190711,0.97433335,0.12350152,0.44686636,309,11.08,64.89,99,91.73,154.5,6.47,98.71,82.52,61.49,23.62,18.12,9.06,0,6.47,0,1.29,5.5,7.12,1.29,0.97,14.56,8.74,3.88,10.68,1.62,28.8,2.91,1.94,2.59,1.62,0.97,0,11,0.32,10.68,4.21,0.97,2.91,1.62,1.29,1.94,0,8.74,6.8,1.62,4.53,2.91,1.62,0,0,1.62,0.32,18.45,7.12,0,0,0,0,4.21,10.68,0,1.62,0,0,0,0,0,0,3.88,1.29,0.65,0.32,0,1.62,4.53,0,0,0,0,0,0,0.97,0.97,0.65,2.59,0.32,0,0,0,0,0.32,0,17.15,18.45,0,5.18,12.3,0.32,1.29,0.32,1.94,0.65,5.83,3.24,0.32,0,0.32,0,0,12.62,0.97,5.83,0,0,4.85,0.97,0
All Get Out,The Season,Son of Mine,-8.41517353058,,,,124.944694519,0.0414750576019,1.10856354237,440.508636475,4.6230083,3.577354,0.5710678,0.004979856,0.9916407,0.29733077,0.7889983,0.041556235,0.9324755,0.13289759,0.4561708,183,10.94,9.33,99,85.13,183,7.1,96.72,72.13,58.47,27.87,20.22,14.75,0,4.37,0,1.09,7.65,13.66,3.83,0,11.48,9.29,4.92,4.92,1.09,16.94,6.01,0.55,1.09,0.55,0.55,0,13.11,0.55,12.57,3.28,1.64,3.83,3.28,0,2.19,0,6.01,4.92,0.55,1.64,1.64,0,0,0,0,0.55,13.66,6.56,1.64,3.83,0.55,0,1.09,7.1,1.09,0,0.55,1.09,0,0,0,0,4.92,0,2.73,0,1.09,1.09,7.1,0,0,0,0,0,0,0,1.09,0.55,0,0,1.09,0,0,0,0,0,8.74,18.03,0,3.28,11.48,2.73,0,1.64,6.01,2.73,8.74,0.55,0,0,0,0,0,8.74,0,5.46,0,0,3.28,0,0
All Get Out,The Season,Subject to Change,-6.36524248123,,,,147.464401245,0.0451944172382,1.0022521019,439.745910645,5.2489867,3.4188344,0.78739697,0.009875448,0.9559341,0.55694515,0.9092917,0.017059464,0.95992863,0.15401277,0.44318646,188,1.86,76.11,99,9.87,47,9.04,96.81,82.45,68.09,32.45,24.47,13.3,1.06,9.04,1.06,0,7.98,13.83,5.85,1.06,7.98,9.57,12.23,3.19,0.53,20.74,3.72,5.32,3.72,1.6,0,2.13,18.09,5.32,12.77,4.26,2.66,1.6,2.13,1.06,1.6,0,4.26,1.6,2.66,1.6,1.06,0.53,0,0,0,0,15.96,4.26,0.53,0.53,1.6,0,0,11.7,0.53,0,0,1.6,0,0,0,0,0.53,0,0,0.53,0,0,1.6,0,0,0,0,0,0,0,1.6,0.53,1.06,0.53,0,0,0.53,0,0,0,14.36,12.77,0,3.72,7.45,1.06,0,1.06,10.11,5.32,9.57,1.6,0,0,0,0,0,9.57,0,3.72,2.13,0,3.72,0,0
All Get Out,The Season,The Season,-7.28979730606,,,,124.97505188,0.032713484019,1.03915345669,440.763122559,4.8790874,3.4827623,0.6975048,0.005501657,0.97717136,0.48286173,0.8366694,0.013802934,0.89757025,0.23469874,0.46203178,426,12.21,1,99,20.23,21.3,10.56,94.84,69.25,51.88,24.41,15.02,13.15,0.7,0.94,0,0.23,9.39,14.32,5.4,0.23,7.98,9.86,4.46,1.41,5.16,22.3,3.52,2.82,2.82,1.64,0,1.17,12.44,0.7,11.74,3.99,0.47,3.99,2.35,0.47,2.58,0.23,7.51,3.76,3.76,3.05,1.41,1.64,0,1.17,0.23,0.7,5.87,2.82,0,0.47,0,0.7,0.47,2.82,0.47,0.23,0,0.47,0,0,0,0,2.35,0,0.23,0,0.94,1.17,6.81,0.23,0,0,0,0,0,0.23,0.47,0.23,2.35,0,1.88,0,0.23,0,0.23,0,10.09,20.89,0.23,6.34,13.15,1.41,0.23,3.05,3.76,4.93,8.69,2.82,3.76,2.82,0,0.94,0,26.29,0,13.15,0,4.69,8.45,0,0
Manchester Orchestra,A Black Mile To The Surface,"Lead, SD",-9.49533176422,,,,127.891624451,0.030009938404,0.973701536655,434.193115234,4.3034706,3.2446656,0.37959546,0.002817758,0.99109226,0.13230354,0.8240768,0.035586007,0.88515925,0.14579487,0.47464707,340,25.38,33.4,91.22,13.87,85,11.18,90.88,76.76,63.24,22.65,16.18,9.41,0.88,3.82,1.76,0.29,6.47,15,6.47,1.47,15.88,13.24,6.47,3.24,2.06,22.94,5,2.65,3.82,2.06,1.47,0.29,10.29,1.76,8.53,2.06,0.59,2.06,0.59,0.59,2.65,0.29,3.82,1.47,2.06,1.47,0.59,0.59,0,0.29,0.29,0,9.41,1.76,0.29,0,0.29,0,0.88,8.24,0.88,0,1.18,1.18,0,0,0,0,1.76,0.29,0,0.29,0,1.18,2.65,0.29,0.29,0,0,0,0,0.59,0.59,0.29,0.29,0.88,0,0,0,0,0.59,0.59,7.06,12.65,0.88,1.18,8.82,2.06,1.47,0,5.29,4.71,9.41,2.65,0.59,0.59,0,0,0,12.35,0,5.29,0.88,0,6.18,0,0
Manchester Orchestra,A Black Mile To The Surface,The Alien,-11.8206348419,,,,164.868026733,0.0655590891838,1.05545675755,434.193115234,3.9339428,3.5367632,0.13664506,4.60912e-4,0.992364,0.006931762,0.66328734,0.08207955,0.86102057,0.14614001,0.45529976,345,19.66,98.83,72.71,9.17,38.33,9.28,94.2,77.97,60.87,20.58,17.1,3.19,0,12.75,0.29,0.87,3.48,14.49,7.54,0.29,12.17,11.01,6.38,4.64,4.93,25.22,3.19,2.9,3.19,1.16,0,2.03,15.07,2.9,12.17,4.93,1.45,1.74,1.16,0,3.77,0,2.32,0.58,1.74,2.03,0.58,1.45,1.16,0,0,0,19.13,2.9,0,0,0.29,0.29,2.03,15.94,1.16,0,0.29,1.16,0,0,0,0,2.61,0.58,0,1.45,0,0.58,3.48,1.16,0.29,0,0,0.29,0,0.87,0,1.16,0,2.61,0,0.87,0,0,0,0.29,12.46,8.12,0,3.19,4.64,0.58,0.58,0.58,3.77,8.41,4.06,1.45,1.45,0.58,0,0.87,0,16.52,0,2.32,2.32,0,6.67,5.22,0
Manchester Orchestra,A Black Mile To The Surface,The Gold,-8.71601581573,,,,119.951248169,0.0302788801491,0.926663279533,440.254241943,4.717871,3.6672094,0.48077366,0.007575648,0.9742035,0.3577285,0.75587916,0.06281446,0.89640796,0.1807146,0.46927428,239,4.23,98.1,95.02,20.23,119.5,7.95,94.98,81.17,66.11,29.71,25.94,10.04,2.51,13.39,0,0,3.77,17.57,4.18,0,10.46,9.62,5.86,4.18,4.6,18.41,7.95,5.02,4.6,2.51,2.09,0,11.3,0.42,10.88,2.93,0.42,2.93,4.18,1.67,2.09,0,6.69,2.51,2.51,3.35,2.09,0,0,0,0,0.42,19.25,2.51,0,0,0,0,0.42,16.74,0,0,0,0.84,0,0,0,0,2.09,0,0,0,0,2.09,5.86,1.67,0.84,0,0,0,0,1.26,0,0,1.26,0.42,0.84,0,0,0,2.09,0,7.53,12.13,0,0.84,8.37,2.51,0,0,5.86,3.77,6.28,1.67,2.09,1.67,0,0.42,0,10.88,0,2.09,0.42,0,7.53,0.84,0
Manchester Orchestra,A Black Mile To The Surface,The Grocery,-9.72807979584,,,,89.6530075073,0.0400426089764,1.12507450581,434.193115234,4.3532085,3.2927961,0.38444108,0.001545718,0.9939756,0.07412977,0.78800786,0.078786254,0.947902,0.11408312600000001,0.47721973,284,26.1,50.55,80.64,35.17,94.67,7.39,94.72,79.58,60.56,21.13,14.44,6.69,0.35,5.99,0.7,0.7,6.69,13.03,7.75,0,13.73,9.86,6.34,5.99,3.17,25.35,2.11,0.7,1.06,1.06,0,0,20.42,3.52,15.49,4.58,0.35,6.34,1.76,0.7,3.52,0,2.46,1.76,0.7,1.06,1.06,0,0,0,0,0,9.86,1.06,0,0,0,0,0,8.8,1.06,0,0,1.76,0,0,0,0,1.06,0,0.7,0,0,0.35,2.82,0,0,0,0,0,0,0.35,0,0,4.23,1.06,0,0,0,0,0.35,2.82,11.62,20.42,0.35,3.17,11.27,4.23,0,2.82,0.7,3.87,7.75,0.7,0,0,0,0,0,10.56,0,3.52,0.7,0,4.58,1.76,0
Manchester Orchestra,A Black Mile To The Surface,The Maze,-9.80036258698,,,,101.092346191,0.0438124723732,0.935133576393,440.254241943,3.7634363,2.9832828,0.29629824,0.001033569,0.9873045,0.009066029,0.85785264,0.03771915,0.86443555,0.11982867,0.46538952,157,1.92,59,95.35,98.43,157,12.1,92.99,79.62,63.69,33.12,24.2,14.65,0.64,8.92,0,0,8.92,10.19,3.82,1.27,12.1,12.74,7.01,4.46,2.55,27.39,1.27,2.55,1.27,0.64,0.64,0,12.74,1.91,10.83,5.1,0.64,2.55,3.18,0,0.64,0,7.01,7.01,0,3.82,3.82,0,0,0,0,0,20.38,8.92,0,0,0,0,4.46,11.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82,0,0,0,0,0,0,1.27,0.64,0,1.27,0.64,1.27,0,0,0,0,1.27,4.46,6.37,1.91,2.55,3.82,0.64,0.64,0,3.18,2.55,12.1,1.91,0.64,0,0,0.64,0,14.65,0,3.82,0,0,10.83,0,0
Manchester Orchestra,A Black Mile To The Surface,The Mistake,-9.73442745209,,,,120.970024109,0.0336118936539,0.981479823589,434.193115234,4.190584,3.4236445,0.287736,0.002079767,0.99508274,0.10081091,0.68304175,0.08995813,0.80579627,0.1633081,0.4689659,194,17.54,75.19,93.08,6.73,194,14.43,93.3,84.54,63.4,22.68,16.49,7.22,1.03,7.22,0.52,0.52,6.19,7.22,4.64,0.52,15.46,12.37,6.7,2.58,4.64,26.8,5.15,3.61,2.06,1.55,0.52,0,23.2,4.12,19.07,3.09,1.55,6.19,3.61,0,4.64,0,3.61,1.03,2.58,1.55,0.52,1.03,0,0,0,0,18.56,4.12,0.52,0,0,1.03,2.06,14.43,0.52,0,0,1.03,0.52,0,0,0.52,0.52,0,0.52,0,0,0,1.03,0,0,0,0,0,0,0,1.03,0.52,2.58,0.52,0.52,0,0,0,0,0,7.22,15.98,0.52,3.61,12.37,0.52,0,0.52,2.06,3.61,8.25,0.52,0.52,0.52,0,0,0,9.28,0,3.09,0,0,6.19,0,0
Manchester Orchestra,A Black Mile To The Surface,The Moth,-7.67375183105,,,,149.161865234,0.0479874946177,1.11057138443,438.477722168,5.0575395,3.213525,0.60338616,0.009362938,0.9932257,0.32379812,0.94770664,0.019810753,0.99373007,0.035130583,0.46985134,195,59.67,91.46,95.87,20.23,195,9.23,93.85,78.97,62.05,20,14.87,5.13,0,7.18,2.56,0,5.13,13.85,10.26,0,17.44,9.23,8.72,2.05,1.03,22.56,4.1,3.08,3.59,0,0.51,3.08,14.87,1.54,13.33,2.05,3.59,3.08,0.51,1.54,3.08,0,1.03,0.51,0.51,0.51,0,0.51,0,0,0,0,15.9,2.05,0,0,1.54,0,0.51,12.82,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0.51,0,0,0.51,0,2.56,3.08,0,0,0,0,0,0,9.74,24.1,0.51,2.56,18.46,1.54,1.03,1.03,2.05,4.62,6.15,1.54,1.03,1.03,0,0,0,10.77,0,2.56,0.51,0,6.67,1.03,0
Manchester Orchestra,A Black Mile To The Surface,The Parts,-16.1173324585,,,,96.9612503052,0.0123256882653,0.839914321899,440,3.5206187,3.5371451,0.13093401,0.002719373,0.9979043,0.001475503,0.347957,0.1197415,0.31608856,0.30821848,0.4836696,185,78.96,76.59,82.38,2.35,92.5,5.41,91.89,82.7,54.59,17.3,16.22,5.95,0,9.73,0,0,1.08,15.68,4.86,0.54,17.3,4.32,2.16,3.78,0.54,22.7,1.62,8.65,1.08,0,0.54,0.54,21.08,0,21.08,7.03,0,6.49,1.62,0,7.57,0,2.7,0,2.7,2.16,0,2.16,1.08,0.54,0.54,0,13.51,2.16,0,0,0,0,1.08,10.81,0,0,0,0.54,0,0,0,0,0.54,0,0,0.54,0,0,2.7,0,0,0,0,0,0,0.54,0,0,5.95,0,0,0,0,0,0,0.54,10.81,11.89,1.08,1.62,6.49,2.16,0.54,0.54,1.08,2.7,2.16,0.54,1.08,0,1.08,0,0,9.73,0,5.95,0.54,0,3.24,0,0
Manchester Orchestra,A Black Mile To The Surface,The Silence,-10.1024503708,,,,67.1476821899,0.0385241769254,1.01539814472,441.527557373,4.0353007,3.100491,0.48837784,8.87199e-4,0.98753846,0.046731908,0.9043435,0.010432066,0.9090628,0.086079024,0.4654235,345,2.46,60.74,99,20.23,69,13.33,93.91,82.03,67.25,24.64,20.29,10.43,0,9.86,0,0,4.35,11.3,4.06,0.58,10.14,13.04,9.57,4.93,4.64,25.22,5.22,2.61,1.45,0.58,0.29,0.58,17.68,3.77,13.33,4.64,2.03,2.9,0.87,0.87,2.9,0.29,5.22,2.32,2.32,2.32,0.58,1.16,0,0,0.29,0,12.75,1.16,0,0,0,0.29,0.29,11.59,0.87,0.29,0.29,0.29,0,0,0,0,0.87,0,0,0.87,0,0,1.45,0.58,0.58,0,0,0,0,0,0.29,1.74,0.58,1.45,0,0,0,0,0.29,1.74,8.7,17.97,0.87,1.16,12.75,2.9,0.87,0.29,2.03,6.67,7.83,0.58,0.29,0.29,0,0,0,11.88,0,4.06,1.16,0,3.19,3.48,0
